0.0079789,LineType,CameraTX,CameraTY,CameraTZ,CameraRX,CameraRY,CameraRZ,LeftTX,LeftTY,LeftTZ,LeftRX,LeftRY,LeftRZ,RightTX,RightTY,RightTZ,RightRX,RightRY,RightRZ,
0.0089754,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
0.0119637,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
0.0119637,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
0.0215629,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
0.0285168,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
0.0370762,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
0.0446177,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
0.0531384,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
0.0621155,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
0.0700936,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
0.078643,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
0.0881787,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
0.0951606,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
0.1029931,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
0.1109715,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
0.1216593,Head,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0,1.29,1.79,-10,0,0,0
